HeaderID,ProjectName,OngoingInitiation,DiscontinuedDate,CompletionDate,ActualProjectCost,FundingSource,ProjectDescriptionText,NonPointProject,PointProject,ProjectLatitude,ProjectLongitude
994,Longshore Bar / Wave Energy Study / Restoration,0,0,0,$0.00,NA,TPA will provide bathymetric surveying support and cost estimation for the proposed longshore bar pilot project being contemplate for submerged lands south of MacDill AFB.,0,0,28.019236,-82.21548
979,Support reduced pollution from recreational boaters,0,0,0,$0.00,NA,2003 update attached.  FDEP has continued to conduct clean marina/boatyard workshops as well as participating in other public outreach events.,0,0,27.79,-82.442
978,Intensive mercury monitoring sites,0,0,0,$0.00,NA,"Discussions with EPA may lead to establishing 2 intensive mercury monitoring sites in Florida, one in Tampa, one in Everglades.",0,0,27.79,-82.442
976,Design and Implementation of Low Impact Development Strategy,0,0,0,$0.00,NA,The City is currently processing its Evaluation & Appraisal Report (EAR) as part of the overall Comprehensive Plan update.,0,0,27.86714745,-82.35780285
974,Reduce Occurrences of Municipal Sewer Overflows to Tampa Bay,0,0,0,$0.00,NULL,The City of Tampa has embarked on several parallel initiatives to reduce the number of wastewater overflows in its system of over 2000 miles of pipe.,1,1,27.86714745,-82.35780285
973,Assess the extent of existing invasions in Tampa Bay,0,0,0,$0.00,NA,2003 update record attached.,0,0,27.79,-82.442
972,Technical Support for implementing watershed management strategies to address TMDLs,0,0,0,$0.00,NA,2003 update file attached.,0,0,27.79,-82.442
971,Additional Wetland Buffers for Larger Developments,0,0,0,$0.00,ad valorum,The Manatee County Planning Dept. has begun requesting larger than required wetland buffers in the large planned development communities located north of the Manatee River.,0,0,27.504968,-82.356166
970,Clean Marina Requirement,0,0,0,$0.00,ad valorum,Ongoing effort of promoting the Clean Marinas Program during the development review process.  This includes participation in the program written as stipulations in the approval process for new marinas.,0,0,27.59344,-82.675961
966,Aquifer Storage & Recovery - North WWTP,2004,2006,0,$0.00,ad valorum,"Installation and use of Aquifer Storage and Recovery wells at the county's North Wastewater Treatment Plant, near the Buffalo Canal. The ASR wells will be used for the storage of reclaimed water, which can then be distributed more efficiently.",1,1,27.571698,-82.478015
963,Berth 12 improvements,0,0,0,$0.00,NA,"Bert 12 at the Port, located along the southwest edge of the Port, will be deepened by dredging.  Rip-rap will be placed at the south end of the dredged area at a 2:1 slope to provide slope stabilization and provide a hard bottom habitat.",0,0,27.59344,-82.675961
962,Informational Kiosk,0,0,0,$0.00,NA,"Informational kiosk to be constructed at the Piney Point boat ramp (on the north side of the Port) as part of mitigation activities.  The kiosk will contain information regarding surrounding bay habitats and wildlife, and other info for boaters/anglers.",0,0,27.59344,-82.675961
961,Seagrass Protection,0,0,0,$0.00,NA,A 400 acre area of seagrass beds in and around Port Manatee has been designated a 'non-combuustion engine area' and is marked with signs.,0,0,27.59344,-82.675961
960,Port Security,0,0,0,$0.00,NA,Offers a 'community watch' traning program for anglers wishing to fish at the Port.,0,0,27.59344,-82.675961
956,Visitors Center at Emerson Point Park,0,0,0,"$800,000.00",NA,Visitors center at the Emrson Point Park/Robinson Preserve. Public education regarding coastal habitats and ecosystems.,0,0,27.504968,-82.356166
955,Prairie Schooner at Duette Park,0,0,0,"$60,000.00",NA,"Eco-tourism project at Duette Park.  Upland community education for the public by transporting them through the park, at the headwaters of the Manatee River.",0,0,27.504968,-82.356166
954,Blueways Guide,0,0,0,"$20,000.00",NA,Has distributed over 10K copies of this public education brochure describing kayak/canoe paddling routes through waterways in/around County. Brochure also includes descriptions of commonly observed wildlife and habitats.,0,0,27.59344,-82.675961
951,Gladiolus/North Shore Basin Project,2005,0,0,"$270,000.00",SWIM grant/Ad valorum,Approx. 20 right-of-way easements located between existing residences within the city will be converted to stormwater treatment swales. Culverts connected to the swales will also be outfitted with oil&grease removal best mgmt practices.,1,1,27.535131,-82.737666
950,Artificial Reef Ball Program,0,0,0,"$37,000.00","ad valorum, grants",Man.Co. obtained grant to promot the installation of small reef balls at permitted locations throughout waters adjacent to Man.Co. Using grant funds from 2001 for construction and placement of reef balls.,0,0,27.59344,-82.675961
946,East County Transit Route,0,0,0,"$1,800,000.00",FDOT grant,Extending Manatee County public transportation to eastern portions of the County.  Coverage area includes east to Lakewood Ranch Blvd and north to SR64. Recommended calculating Nox reduction using Caltrans/Air Resource Board report submitted.,0,0,27.504968,-82.356166
945,Water Taxi,0,2006,0,$0.00,FDOT grant,Anticipated route of the taxi is from Crosley Museum to Bradenton Beach to Anna Maria pier. Recommended calculating Nox reduction using Caltrans/Air Resource Board report submitted.,0,0,27.504968,-82.356166
940,Duette Land Acquisition,2006,0,0,"$88,000.00",ad valorum,Proposed purchase of 50 acres of former agricultural property for preservation and eventual conversion to uplands habitat.,1,1,27.59039,-82.122852
931,Parrish Life Estate,0,0,0,"$88,000.00",Ad valorum,"Acquisition of approximately 500 acres contiguous with the north side of Duette Park (i.e., the headwaters of the Manatee River) for preservation and habitat restoration.",1,0,27.55636238,-82.18715229
929,Robinsons Preserve,2006,0,0,"$4,000,000.00",Ad valorum,140 acre wetland restoration project on 400 acre site.  Much of the property was used for agriculture use prior to conservation.,1,1,27.517668,-82.667251
927,Lake Tarpon Water Quality Area 63 Alum Treatment,2006,2010,0,"$520,000.00",NULL,"Waters discarging to Lake Tarpon will be retrofitted with an alum injection system to achieve a 90% reduction in TP, 40% reduction in TN, and 90% reduction in TSS.",1,1,28.012172,-82.609611
926,Lake Tarpon Water Quality Area 23 Alum Treatment,2006,2010,0,"$570,000.00",NULL,"Waters discharging into Lake Tarpon will be retrofitted with an alum injection system to achieve a 90% reduction in TP, 40% reduction in TN, and 90% reduction in TSS.",1,1,28.012172,-82.609611
869,Tampa Bypass Canal Water Quality Protection Plan,0,0,0,"$75,000.00",Tampa Bay Water Uniform Rate cost per year,"Addresses water quality issues related to source 
water protection including constituents of interest 
based on finished water quality, operation of the 
Regional Water Treatment Plant, and the Regional 
Reservoir.",1,1,28.019236,-82.21548
868,Alafia River Water Quality Protection Plan (WQPP),2004,0,0,"$75,000.00",Tampa Bay Water Uniform Rate cost per year,"The Alafia River Water Quality Protection Plan 
addresses water quality issues related to source 
water protection.",1,1,28.019236,-82.21548
867,Source Water Protection - Land Use and Development Review Program,0,0,0,"$100,000.00",Tampa Bay Water Annual Uniform Rate per year project cost.,NULL,1,1,27.79,-82.442
866,Wellfield Environmental Management Programs,0,0,0,"$1,300,000.00",Tampa Bay Water Annual Uniform Rate,NA,0,0,28.019236,-82.21548
865,Hydrobiological Monitoring Program,1999,0,0,"$1,200,000.00",Tampa Bay Water Annual Uniform Rate,NULL,1,1,28.019236,-82.21548
864,Downstream Augmentation Project,2004,2011,0,"$186,000,000.00","Capital Bonds by Tampa Bay Water, SWFWMD co-funding, State and Federal funding",NULL,1,1,28.019236,-82.21548
863,"Irrigation, Evaluation Training Program",0,0,0,NA,Cost per workshop,NULL,1,1,27.826351,-82.752508
862,Landscape and Irrigation Permit and Code Enforcement Training Program,2004,0,0,NA,Cost per workshop,NULL,1,1,28.019236,-82.21548
861,Evaluating implementation of multiple irrigation and landscape ordinances in the Tampa Bay region,0,0,0,NA,NULL,NULL,1,1,27.79,-82.442
860,Green Building Program,0,0,0,NA,NULL,"The Green Building Program promotes both energy 
and water conservation in home building and 
purchasing through an annual series of workshops.  
Funding support to insure that 'green' practices 
include water conservation and landscape bmps in 
mate",1,1,28.019236,-82.21548
859,Support for Florida Yards & Neighborhoods water conservation program,0,0,0,205000,Tampa Bay Water Annual Uniform Rate,2003 update - attached,1,1,27.826351,-82.752508
858,Support of CCMP actions,0,0,0,$0.00,NA,Attached letter to FWC/FWRI indicates actions FWRI is taking to implement CCMP goals.,0,0,27.79,-82.442
857,"Mulberry, Closure of Mulberry phosphogypsym stack",0,0,0,$0.00,NULL,Details to be provided in early November 2005.,1,1,27.89402,-81.973124
854,Bartow Operations Phosphogypsum Stack System Closure,2007,0,0,"$60,000,000.00",self,"Closure of 900 acre phosphogypsum stack 
system. Results in the elimination of trated 
process water discharges containing elevated 
N and P by 2010, siginificant reductions 
beginnings 2007 to 2008. Also represents 
permanent closure of former opera",1,1,27.866425,-81.928348
853,"Plant City Phosphate Complex, Process Water Balance Improvements, Prevention Project",0,0,0,$0.00,NULL,"Three projects to reduce the volume of process water generated within the phosphogypsum stack system to avoid or eliminate future potential discharge of treated water, which contains elevated nitrogen and phosphorous.",1,1,28.160614,-82.153796
846,"Mosaic Mulberry, Transfer of Mulberry Phosphates process water",0,2005,2005,$0.00,NA,Implemented the transfer process water and treated water from the Mulberry Facility to the Bartow Facility to discharge into the Peace River Basin rather than the Alafia River.,1,1,27.89402,-81.973124
840,South Cross Bayou Water Reclamation Facility Tour and Education Program,0,0,0,"$95,000.00",County funds and basin board,"Pinellas County Utilities, in partnership with Pinellas County Schools, developed a Discover a Cleaner Tomorrow Tour and Education Program at its newly renovated South Cross Bayou Water Reclamation Facility in St. Petersburg.",0,0,27.79,-82.442
839,Water: Educate to Conserve Through the Arts,0,0,0,"$40,000.00",NA,Theater presentation program consists of professional artists performing interactive water resource presentations.,0,0,27.826351,-82.752508
838,Tampa-Water Conservation Education Theatre Project,0,0,0,$0.00,"SWFWMD, Hills.Co Arts Council, Hills. Co. Water Dept., City Tampa Water Dept.","An in-school, arts-based project that fosters individual responsibility to protect and conserve southwest Florida's water resources.",0,0,28.012172,-82.609611
837,Water Conservation Hotel and Motel Program (Water CHAMP),0,0,0,"$27,000.00",NA,Provides education to hotel/motel management and guests with the goal of reducing water use.,0,0,27.79,-82.442
836,Starkey Park Exhibits,0,0,0,"$178,000.00","Pasco Co., Pasco School District, Fl. Save our Rivers",An environmental center was constructed in 2002. Watershed education goals.,0,0,28.012172,-82.609611
835,Honeymoon Island Park Exhibits,0,0,0,"$35,000.00",Honeymoon Island State Park,"District will provide funding for the develoment, construction and installation of educational components as recomemended by the Park's consultant. Designed to educate visitors on watershed mgmt, water quality, flood protection, natural systems protection",0,0,28.012172,-82.609611
834,Hillsborough River Watershed Education,0,0,0,"$14,700.00",Tampa Mayor's Beautification Program,The Mayor's Beautification Program (MBP) will research and develop a community education program plan for residents in the watershed.,0,0,28.019236,-82.21548
833,Stormwater Education Program at The Florida Aquarium,0,0,0,"$73,000.00",NA,"The Florida Aquarium is developing a new focal point for stormwater education that will introduce an estimated 600K visitors annualy to the Florida water story, the water cycle and stormwater education.",0,0,28.019236,-82.21548
832,Brooker Creek Watershed Education,0,0,0,$0.00,NA,The Pilot Brooker Creek Watershed Education Program provides watershed-specific information to a selected audience in a variety of ways.,0,0,28.012172,-82.609611
831,Brooker Creek Exhibits,0,0,0,NA,NA,Provides for watershed education exhibits at the Brooker Creek Preserve Environmental Education Center.,0,0,28.012172,-82.609611
830,North Tampa Pipeline,2007,0,0,$0.00,NULL,"Working to secure federal, SWFWMD and local funds. Could provide more than 28 mgd of reclaimed per day during dry season, conserving 18.7 mgd of drinking water.",1,1,27.79,-82.442
825,Best Management Practices for Maintenance of Low-Volume Toilets,0,0,0,"$95,000.00",Ad valorum,BMPs for maintenance of low-volume toilets program will encourage the proper selection and replacement of toilet flappers.,0,0,27.79,-82.442
824,Water Conservation Messaging,0,0,0,"$500,000.00",NA,A general public service announcement effort focuses on the traditional 'dry season' of March through May.,0,0,27.79,-82.442
823,SWFWMD Florida-Friendly Landscaping Promotion,0,0,0,"$65,000.00",NA,"Will promote adoption of FY&N Florida-friendly landscape principles to homeowners, builders and developers, landscape business and professionals.",0,0,27.79,-82.442
822,Landscape Education Coordination Initiative,0,0,0,$0.00,in house,"The Landscape Education Coordination Initiative will provide consistent education to landscaping professionals, growers and irrigation contractors regarding appropriate plant choice, growing best management practices, landscape installation, maintenance.",0,0,27.79,-82.442
821,"Community Water-Wise Awards Program for Hillsborough, Pasco and Pinellas Counties",0,0,0,35000,"Alafia, Hills, Northwest Hills and Pinellas-Anclote River Basin Boards","The Community Water-Wise Program recognizes 
homeowners, government entities, commercial 
building owners and builders who have created 
water-efficient, yet aesthetically pleasing landscapes 
in Hills., Pasco and Pinellas Counties.",1,1,27.79,-82.442
820,Lake Tarpon - SWIM Plan Implementation,0,0,0,"$16,000.00",NA,"Original SWIM Plan was completed in 1989 and revised in 1994.  Proposed prjects concentrate on decreasing stormwater loading, hydrologic and habitat restoration in Brooker Creek Watershed, the major surface water tributary to Lake Tarpon.",0,0,27.86714745,-82.35780285
818,Ribbon of Green Restoration Site,2002,0,0,"$71,826.00",NA,.62 acre parcel iprovements include total shoreline restoration/revegetation on portion of seawalled and riprapped shoreline.,1,1,27.955258,-82.464764
817,River Garden Stabilization Study,2003,0,0,"$299,439.00",NA,"A 3.5 acre park; river bank suffers from erosion, crumbling sewalls. Project focuses on developing habitat, water quality by establishing wetlands along the west bank of the river.",1,1,27.967857,-82.476088
816,Reed Property Shoreline Restoration,0,0,0,"$605,114.00",NA,"Reed Park site is composed of a mesic hammock, 600 linear feet of dilapidated seawall along the River, and a stormwater creek which traverses the property carrying runoff. Project would restore riparian shoreline and includes stormwater polishing.",0,0,28.019236,-82.21548
813,Stormwater Filtration Devices,0,0,0,$0.00,NA,22 stormceptor units,0,0,27.86714745,-82.35780285
760,Newmans Branch Restoration,0,0,0,$0.00,"NOAA, NFWF",restoration of 11.9 acres of disturbed habitat along Newman Branch Creek.  Will restore native plant communities which will help filter stormwater runoff before it reaches the Bay. Unable to quantify nutrient uptake at this point.,0,0,27.86714745,-82.35780285
756,St. Petersburg Municipal Marina - Clean Marina Program,0,0,0,$0.00,Marina Enterprise Fund,Subbasin # 594.  Designation awarded to the City of St. Petersburg Municipal Marina.,0,0,27.662673,-82.215645
753,Coastal Ocean Monitoring and Prediction System (COMPS),0,0,0,$0.00,NA,"Provides data for West Florida coastal management issues such as safety and efficiency of marine navigation, search & rescue efforts and making accurate predictions of coastal flooding caused by storm surge.",0,0,27.86714745,-82.35780285
752,Physical Oceanographic Real-Time System (PORTS),0,0,0,$0.00,NA,"PORTS improves navigational safety and protects the environment by collecting and relaying water level, current and meteorological data.",0,0,27.86714745,-82.35780285
751,Web-Based Integrated Land Management Plan,2001,0,0,$0.00,NULL,"Electronic, integrated land management plan accessed at: www.cargill-neb.com/cargill",1,1,27.86714745,-82.35780285
748,Brownfields Assessment Demonstration Pilot Project,0,0,0,"$200,000.00",NA,Site assessments of properties locate in the City's Channel District target area.,0,0,27.86714745,-82.35780285
747,EMPACT,0,0,0,$0.00,NA,"The EMPACT grant is with the State of Floirda Department of Health, who have passed along funds to each of the 10 counties' Health Departments for data collection.",0,0,27.86714745,-82.35780285
744,Volunteer Hands-On Restoration Projects 2004,0,0,0,$0.00,NA,multiple hand-on projects done by Tampa BayWatch volunteers.,0,0,27.86714745,-82.35780285
743,Burning grass to supplement coal at power plant,0,0,0,$0.00,NA,Burning of Bahia grass to supplement traditional coal or oil.,0,0,27.86714745,-82.35780285
741,NA,0,0,0,$0.00,NA,NA,0,0,27.86714745,-82.35780285
740,NOAA SIMmetry Port of Tampa Pilot Project,0,0,0,$0.00,NA,GIS maps database which could be used to visualize the impacts of events such as storm surges or oil spills. 2005-2010 update included in desc file.,0,0,27.79,-82.442
739,Smithsonian Environmental Research Center (SERC) Exotic Study,0,0,0,$0.00,NA,weblink to SERC study: http://www.serc.si.edu/labs/marine_invasions/index.jsp. 2005-2010 update included in desc file also.,0,0,27.79,-82.442
738,Newman Branch Creek Habitat Restoration,0,0,0,"$301,464.00",NA,Twelve acres of low salinity habitat on the southeastern shoreline of Tampa Bay will be restored.  Apollo Beach.,0,0,27.86714745,-82.35780285
737,Tampa Shoreline Restoration Initiative,0,0,0,"$1,262,042.00",NA,"Approximately 100,000 linear feet of natural shoreline and associated wildlife habitat will be restored.",0,0,27.86714745,-82.35780285
736,Pinellas County Adopt-A-Pond,0,0,0,"$27,500.00",NA,Educate homeowners on the importance of stormwater pond management.,0,0,28.012172,-82.609611
735,Students for Wildlife,0,0,0,"$100,000.00",NA,Development of environmental education program for Tampa Bay students.,0,0,27.86714745,-82.35780285
734,Bay Grasses in Classes Operations Manual,0,0,0,"$13,400.00",NA,Creation of an operations manual and cirriculum for the Bay Grasses in Classes Program.,0,0,27.86714745,-82.35780285
733,Pinellas County Classroom Teacher Grants,0,0,0,"$65,980.00",NA,Mini-grants will be awarded to public school educators (K-12) to create environmental education experiences.,0,0,27.86714745,-82.35780285
732,Brooker Creek Environmental Education Center,0,0,0,"$813,000.00",NA,"Creation of an Environmental Education Center to introduce the public to the concept of watersheds, etc.",0,0,27.86714745,-82.35780285
731,Youth for a Change!,0,0,0,"$31,560.00",NA,"Suncoast Earth Force will recruit, train and support two local educators ina year long professional development program.",0,0,27.86714745,-82.35780285
730,Environmental Mobile Outreach Program,0,0,0,"$49,000.00",NA,"Mobile outreach program designed to reach approximatly 4,000 additional students annually.",0,0,27.86714745,-82.35780285
729,Wonderful Water Exhibit: A Great Splash,0,0,0,"$302,824.00",NA,"A 1,500 sq. ft. Wonderful Water Exhibit.",0,0,27.86714745,-82.35780285
728,NA,0,0,0,$0.00,NA,NA,0,0,27.86714745,-82.35780285
727,Environmental Education Database for Tampa Bay,0,0,0,"$15,500.00",NA,Creation of a database of environmental education programs taking place in the Tampa Bay watershed.,0,0,27.86714745,-82.35780285
726,Invasive Marine Species Workshop Sponsorship,0,0,0,"$4,123.00",NA,"A workshop held in November 2002 to synthesizze the current understanding of invasive species, prioritize research needs and identify knowledge gaps.",0,0,27.86714745,-82.35780285
725,Oiled Wildlife Response System,0,0,0,"$11,700.00",NA,A mobile emergency response unit that will be used to treat oiled wildlife after a spill.,0,0,27.86714745,-82.35780285
724,Restore America's Estuaries,0,0,0,"$125,000.00",NOAA/NMFS - match,several projects funded by NMFS. Bay Grasses in Classes; Community Based Salt Marsh Projects; Sewall Oyster; Oyster Bars. Contact Peter Clark @ Tampa Baywatch for details.,0,0,27.86714745,-82.35780285
723,Portfields - Port Revitalization Project,0,0,0,$0.00,NA,Portfields project emphasizes developing environmentally sound port facilities.,0,0,28.019236,-82.21548
722,Tampa Electric Company Powerline Redfish Nursery Habitat Creation Project,0,0,0,"$200,000.00",NULL,NULL,1,1,27.86714745,-82.35780285
721,NA,0,0,0,$0.00,NA,NA,0,0,27.86714745,-82.35780285
720,Balm-Boyette,0,0,0,$0.00,NA,NA,0,0,28.019236,-82.21548
717,Alderman's Ford Preserve,0,0,0,$0.00,NA,971 acres on the Alaria River downstream of Alderman's Ford Park.,0,0,27.86714745,-82.35780285
716,Fish Hawk Creek,0,0,0,$0.00,NA,An extension from the Alafia Corridor along Fish Hawk Creek with an upland connection to Bell Creek and connects to Balm Boyette Scrub.,0,0,27.86714745,-82.35780285
715,Florida Green Lodging Website,0,0,0,$0.00,NA,Florida Green Lodging locator website.  An on-line resource to assist both visitors and residents to locate environmentally friendly hotels and motels in Florida.,0,0,27.79,-82.442
714,Ware's Creek Flood Reduction,2011,0,0,"$4,600,000.00",City of Bradenton also,Project involves replacing four bridges and improving the existing stormwater management systems at three locations.,1,1,27.481496,-82.577983
710,Picnic Island Bayou,0,0,0,"$230,000.00",NA,Land purchase from CSX Transportation by City Council.,0,0,28.019236,-82.21548
708,Multiple BH-1 projects,0,0,0,$0.00,NA,Multiple habitat restoration projects within watershed.,0,0,27.79,-82.442
707,Clearwater's Brownfields Pilot project,0,0,0,$0.00,NA,"Clearwater's Brownfileds Pilot funded assessments on a 14-acre site once cooupied by a department store's automotive service center.  After cleanup, the site was purchased for $1.5M by Information Management Resources as it new headquarters.",0,0,27.662673,-82.215645
706,WPC Master Plan,0,0,0,"$365,776.00",NA,Analyze the existing water pollution control facilities producing a master plan that will outline how the City will meet regulatory and demand requirements for specified future timeframes.,0,0,28.012172,-82.609611
704,NA,0,0,0,$0.00,NA,NA,0,0,27.86714745,-82.35780285
703,Allen's Creek Habitat Restoration Project,0,0,0,$0.00,"Pinellas-Anclote Basin Board, Penny for Pinellas",attach file g/misty/apdbase/pinco/bh103allenscreek.doc,1,0,28.012172,-82.609611
702,Little Bayou Park Habitat Restoration Project,0,0,0,$0.00,NA,"Creation of an underwater reef habitat, removal of seawall and addition of boardwark, nature trail,educational signs, and native plants.",0,0,27.86714745,-82.35780285
701,Brownfields Assessment Demonstration Pilot,0,0,0,"$7,500,000.00",NA,The Pilot targets brownfields activities in the state Enterprise Zone and the Business Retention Target Area west of the city's Central Business District.,0,0,27.86714745,-82.35780285
700,Port of St. Petersburg Dredging Study,0,0,0,"$1,200,000.00",NA,"A three-year study which will involve mapping the port, boring through the sandy bottom to determine the amount of muck to be removed. Completed study will be presented to Council for final decision.",0,0,27.86714745,-82.35780285
699,"Natural gas expansion project adding ""Reburn"" for three units at Manatee County power plant",0,0,0,"$600,000,000.00",Florida Power and Light,"Two oil-fueled units will be able to co-fire both oil and natural gas and addition of one natural gas firing unit used to produce electricity for Manatee County. 2003 Update: expected 40% Nox reduction during high loads, depends on capacity. See LOG.",0,0,27.79,-82.442
698,New standards to reduce entrainment for aging power plants,0,2006,0,$0.00,NA,NA,0,0,27.79,-82.442
697,"""Water Conservation: Reflect, Connect, Celebrate""",0,0,0,$0.00,NA,Water conservation and education program using District grants and volunteers.,0,0,27.79,-82.442
694,English Creek Surface Water Treatment Area - Site 2,0,2008,0,"$854,528.00",NA,Stortwater treatment using a treatment train of wet detention pond and constructed wetlands for a 153 acre drainage basin on English Creek.,1,0,28.019236,-82.21548
693,Portfield Initiative Pilot Project,0,0,0,$0.00,Other Participant NOAA,Portfields is a NOAA-lead federal interagency project that focuses on the redevelopment of brownfields in port and harbor areas.,0,0,27.79,-82.442
691,MacDill Oyster Reef Project,0,0,0,$0.00,Tampa BayWatch,Installation of 910 oyster reef units along southeast shoreline of MacDill Air Force Base.,0,0,28.012172,-82.609611
690,Water Conservation Restroom Trailer,0,0,0,$0.00,NA,"A restroom trailer featuring a state-of-the-art re-circulation system with a companion educational campaign -""12 Simple Ways to Save Water"".",0,0,27.86714745,-82.35780285
689,Stormwater Sediment Traps Pilot Project,0,0,0,"$450,000.00",NA,"Sediment traps designed to catch 60 to 80 percent of small particles of dirt, sand and gravel before they reach the Hillsborough River and Tampa Bay.",0,0,28.012172,-82.609611
688,Summerfield and Eagles Reclaimed,0,0,0,$0.00,NA,2003 update-Water department reports Summerfield plant off-line for 4-5 years and Eagles for several.,0,0,28.019236,-82.21548
680,City of Lakeland Reclaimed,0,2008,2000,$0.00,NA,"City of Lakeland (from Report) Mr. Don Shculender of Lakeland was contacted in 2000.  He stated that out of 10 MGD, 25%-33% will goto reuse.  There is a possiblity that the city is expanding their power plant and will take all the effluent and go to 100%.",0,1,28.019236,-82.21548
676,Green Industries Best Management Practices Training,0,0,0,$0.00,NA,"A workshop to provide training to corporate, governmental, evnironmental and others on new BMP's for lawn and landscape. 2003 update: This class is really an example of a component of DB ID# 332&333.",0,0,27.86714745,-82.35780285
674,Brownfields Redevelopment Program in Cross Bayou Watershed,2003,2006,0,$0.00,NULL,"The Board of County Commissiooners adopted a resolution July 1, 2003 adopting program guidelines for a Brownfields Redevelopment Program. 2003 Update. Don't see any necessary updates at this time - we just started.",1,1,27.826351,-82.752508
672,Pinellas County Island Management Plan,0,0,0,$0.00,NA,Office of Coastal and Aquatic Managed Areas; Tampa Bay Aquatic and Buffer Preserves Program.  Hard copy document in Pinellas County file.,0,0,27.826351,-82.752508
670,NA,0,0,0,$0.00,NA,NA,0,0,27.86714745,-82.35780285
668,Public Involvement Initiative/South Hillsborough County,1994,0,0,$500.00,Bay Mini-Grants 1994 - Cockroach Aquatic Preserve mgmt. Action Team (CAPMAT),Project will address problems associated with stormwater runoff and develop newsletter and speaker's bureau to reach south Hillsborough residents and agriculture groups.,0,0,28.019236,-82.21548
667,Shell Key Bird Nesting and Protection Sign,1994,0,0,$500.00,"Bay Mini-Grant, 1994 -St. Petersburg Audubon Society","Design, construction and installation of interpretive signage to educate the key's visitors about the importance of barrier islands as bird nesting sites.",0,0,27.826351,-82.752508
666,Austin Davis Library/Environmental Landscaping Demonstration Site,1994,0,0,"$2,500.00",Bay Mini-Grant 1994; Hills. Co. Public Utilities,"Provides for development of a model Florida yard that will promote native plants, water conservation and reduced use of fertilizer and pesticides.  Site will be used for tours and special workshops.",0,0,28.019236,-82.21548
665,Egmont Key Seagrass Protection,1994,0,0,"$2,800.00",Mini-Grant 1994; Egmont Alliance,Project to mark dense seagrass beds with buoys will limit boat access above the beds and resultant destruction of seagrasses.  Interpretive signage on the island will be installed to enhance boater understanding of seagrass fragility.,0,0,27.662673,-82.215645
664,Emerson Point Mangrove Restoration,1994,0,0,"$3,000.00",Bay Mini-Grant 1994; Manatee County Soil & Water Conservation District,"Restoration of Emerson Point mangrove habitat, which was severly damaged by the 1993 ""No Name Storm"".  Training workshops for volunteers will provide for ongoing restorations and maintenance within the county.",0,0,27.547346,-82.58009
663,Operation BayWorks/Business for A Cleaner Future,1994,0,0,"$4,000.00",Bay Mini-Grant 1994; Hillsborough County Engineering,NA,0,0,28.019236,-82.21548
662,Coastal Wetland Nursery Model,1994,0,0,"$4,300.00",Bay Mini-Grant 1994; Tampa BayWatch and Lakewood High School,NA,0,0,27.79,-82.442
661,Environmental Landscaping for Commercial Developers,1994,0,0,"$4,500.00","Mini-Grant 1994; Tampa Audubon Society, Westshore Alliance",NA,0,0,27.79,-82.442
660,Alternative Pest Control for Ornamental Crops,1994,0,0,"$4,956.12",Mini-Grant 1994 - Manatee Commercial Horticulture Advisory Committee/Manatee Extension,"Six-month test project will utilize predatory bugs on ornamental crops in lieu of pesticides, followed by site tours and results distribution - and a workshop for Florida Nurserymen & Growers Association (FNGA).",0,0,27.59344,-82.675961
659,Field studies at Audubon Resource Center at Lettuce Lake Park (ARC at the PARK),2002,0,0,"$7,500.00",Tampa Audubon,"Students from private schools in Hills. County will participate in a four-hour field study at ARC at the PARK.  Emphasis on hands-on learning experiences such as dip-netting, microscope use, and water quality studies.",0,0,28.019236,-82.21548
658,Teacher Education Program,2002,0,0,"$6,062.00",Tampa BayWatch,Develop a teacher education program for 10-12 eighth grade teachers to include hands-on bay restoration work.  Training will be used as a foundation for classroom cirriculum to teach importance of Tampa Bay.,0,0,28.012172,-82.609611
657,Least Tern education program,2002,0,0,"$3,341.30",St. Pete. Audubon Society,"Audubon members will produce and distribute educational materials about rooftop nesting of least terns, a threatened species.",0,0,27.79,-82.442
656,Shoreline stabilization at Egmont Key State Park,2002,0,0,"$7,035.00",Egmont Key Alliance,"Planting of 6-7,000 native beach plants on dunes, berms and upland beaches in front of the historical structures.  Plants will provide wildlife habitat and help to stabilize new sand received from the Bayboro Harbor dredging project.",0,0,27.662673,-82.215645
655,Exotic plant removal at E.G. Simmons Park,2002,0,0,"$7,500.00",Ruskin Community Development Found.,Removal of exotic plant species at E.G. Simmons Park and replanting with native plants.  Interpretive signs will also be produced and included in project.,0,0,28.019236,-82.21548
654,Brazilian pepper removal at McKay Nature Park,2002,0,0,"$5,000.00",Tampa Audubon,"Brazilian pepper removal at McKay Bay Nature Park, replaing with native plants.",0,0,28.019236,-82.21548
653,Water Quality Study and Restoration Project at Lake Skipper,2002,0,0,"$3,000.00",Dixie Hollins High School,Two ecology classes will participate in an intensive water quality study and restoration project.  Funds will be used to purchase water quality testing/monitoring equipment.,0,0,27.826351,-82.752508
652,Weedon Island Preserve stormwater treatment project,2002,0,0,"$7,500.00",Boy Scout Troop 267,"Project includes replacing Bahia and St. Augustine grasses at a stormwater treatment system with native, drought-tolerant grass to conserve water, create habitat and prevent erosion.",0,0,28.012172,-82.609611
651,Brazilian pepper removal,2002,0,0,"$3,950.00",Association of Overlook,Removal of invasive plants from common property along a tidal stream in condo community.  Residents will work with Extension service experts to remove dense Brazilian pepper and replace with native plants.,0,0,28.012172,-82.609611
